id,answer
generation-for-nlp-5,2
generation-for-nlp-6,4
generation-for-nlp-8,4
generation-for-nlp-9,1
generation-for-nlp-10,3
generation-for-nlp-11,1
generation-for-nlp-16,1
generation-for-nlp-18,3
generation-for-nlp-19,3
generation-for-nlp-36,1
generation-for-nlp-37,4
generation-for-nlp-38,4
generation-for-nlp-39,3
generation-for-nlp-40,4
generation-for-nlp-41,3
generation-for-nlp-42,3
generation-for-nlp-43,4
generation-for-nlp-44,4
generation-for-nlp-45,3
generation-for-nlp-46,2
generation-for-nlp-49,1
generation-for-nlp-54,3
generation-for-nlp-55,1
generation-for-nlp-56,2
generation-for-nlp-60,4
generation-for-nlp-68,3
generation-for-nlp-72,3
generation-for-nlp-75,4
generation-for-nlp-76,5
generation-for-nlp-77,4
generation-for-nlp-78,3
generation-for-nlp-83,4
generation-for-nlp-84,1
generation-for-nlp-85,4
generation-for-nlp-88,1
generation-for-nlp-89,4
generation-for-nlp-91,3
generation-for-nlp-92,3
generation-for-nlp-94,4
generation-for-nlp-97,4
generation-for-nlp-99,4
generation-for-nlp-103,1
generation-for-nlp-105,3
generation-for-nlp-107,4
generation-for-nlp-120,4
generation-for-nlp-121,3
generation-for-nlp-123,3
generation-for-nlp-124,3
generation-for-nlp-127,1
generation-for-nlp-130,5
generation-for-nlp-134,4
generation-for-nlp-146,4
generation-for-nlp-147,2
generation-for-nlp-150,3
generation-for-nlp-153,4
generation-for-nlp-154,4
generation-for-nlp-157,2
generation-for-nlp-158,3
generation-for-nlp-159,3
generation-for-nlp-160,4
generation-for-nlp-161,2
generation-for-nlp-162,4
generation-for-nlp-163,2
generation-for-nlp-164,3
generation-for-nlp-165,4
generation-for-nlp-166,4
generation-for-nlp-167,4
generation-for-nlp-178,3
generation-for-nlp-180,4
generation-for-nlp-181,2
generation-for-nlp-182,3
generation-for-nlp-183,4
generation-for-nlp-187,4
generation-for-nlp-188,4
generation-for-nlp-200,3
generation-for-nlp-203,4
generation-for-nlp-211,2
generation-for-nlp-212,3
generation-for-nlp-213,3
generation-for-nlp-214,4
generation-for-nlp-215,2
generation-for-nlp-216,4
generation-for-nlp-218,3
generation-for-nlp-220,3
generation-for-nlp-221,3
generation-for-nlp-222,4
generation-for-nlp-223,1
generation-for-nlp-224,3
generation-for-nlp-225,3
generation-for-nlp-226,4
generation-for-nlp-227,4
generation-for-nlp-228,3
generation-for-nlp-229,3
generation-for-nlp-234,4
generation-for-nlp-235,4
generation-for-nlp-236,3
generation-for-nlp-237,3
generation-for-nlp-238,4
generation-for-nlp-240,3
generation-for-nlp-241,3
generation-for-nlp-245,4
generation-for-nlp-246,2
generation-for-nlp-251,3
generation-for-nlp-252,2
generation-for-nlp-253,4
generation-for-nlp-254,3
generation-for-nlp-257,4
generation-for-nlp-259,3
generation-for-nlp-262,3
generation-for-nlp-265,4
generation-for-nlp-266,3
generation-for-nlp-267,4
generation-for-nlp-268,3
generation-for-nlp-269,5
generation-for-nlp-270,3
generation-for-nlp-271,2
generation-for-nlp-272,4
generation-for-nlp-273,3
generation-for-nlp-274,3
generation-for-nlp-275,4
generation-for-nlp-276,4
generation-for-nlp-277,5
generation-for-nlp-279,3
generation-for-nlp-280,3
generation-for-nlp-281,3
generation-for-nlp-282,1
generation-for-nlp-283,1
generation-for-nlp-284,1
generation-for-nlp-285,3
generation-for-nlp-286,1
generation-for-nlp-287,4
generation-for-nlp-288,4
generation-for-nlp-289,4
generation-for-nlp-290,2
generation-for-nlp-291,5
generation-for-nlp-292,2
generation-for-nlp-293,1
generation-for-nlp-294,1
generation-for-nlp-295,4
generation-for-nlp-296,2
generation-for-nlp-297,2
generation-for-nlp-298,4
generation-for-nlp-299,4
generation-for-nlp-300,3
generation-for-nlp-301,4
generation-for-nlp-302,3
generation-for-nlp-304,5
generation-for-nlp-305,4
generation-for-nlp-306,3
generation-for-nlp-309,3
generation-for-nlp-311,2
generation-for-nlp-312,1
generation-for-nlp-316,5
generation-for-nlp-318,2
generation-for-nlp-319,4
generation-for-nlp-320,4
generation-for-nlp-322,4
generation-for-nlp-323,1
generation-for-nlp-324,1
generation-for-nlp-325,3
generation-for-nlp-327,2
generation-for-nlp-328,1
generation-for-nlp-329,3
generation-for-nlp-331,2
generation-for-nlp-332,4
generation-for-nlp-333,4
generation-for-nlp-334,1
generation-for-nlp-335,4
generation-for-nlp-336,4
generation-for-nlp-337,4
generation-for-nlp-338,3
generation-for-nlp-340,3
generation-for-nlp-341,1
generation-for-nlp-342,2
generation-for-nlp-344,4
generation-for-nlp-345,3
generation-for-nlp-346,4
generation-for-nlp-347,4
generation-for-nlp-348,4
generation-for-nlp-350,4
generation-for-nlp-351,4
generation-for-nlp-352,1
generation-for-nlp-353,4
generation-for-nlp-354,2
generation-for-nlp-355,4
generation-for-nlp-356,4
generation-for-nlp-357,4
generation-for-nlp-358,2
generation-for-nlp-359,5
generation-for-nlp-360,1
generation-for-nlp-362,4
generation-for-nlp-363,3
generation-for-nlp-364,4
generation-for-nlp-365,4
generation-for-nlp-367,1
generation-for-nlp-368,4
generation-for-nlp-369,3
generation-for-nlp-371,3
generation-for-nlp-374,4
generation-for-nlp-382,4
generation-for-nlp-384,1
generation-for-nlp-386,4
generation-for-nlp-389,4
generation-for-nlp-407,4
generation-for-nlp-411,2
generation-for-nlp-413,4
generation-for-nlp-414,4
generation-for-nlp-415,2
generation-for-nlp-416,4
generation-for-nlp-417,1
generation-for-nlp-418,1
generation-for-nlp-419,1
generation-for-nlp-420,3
generation-for-nlp-421,4
generation-for-nlp-422,1
generation-for-nlp-423,4
generation-for-nlp-424,4
generation-for-nlp-997,4
generation-for-nlp-990,2
generation-for-nlp-1032,1
generation-for-nlp-1343,4
generation-for-nlp-1292,2
generation-for-nlp-681,4
generation-for-nlp-857,3
generation-for-nlp-1156,2
generation-for-nlp-1225,1
generation-for-nlp-614,1
generation-for-nlp-1198,4
generation-for-nlp-503,3
generation-for-nlp-623,4
generation-for-nlp-1118,1
generation-for-nlp-1044,2
generation-for-nlp-478,4
generation-for-nlp-596,1
generation-for-nlp-497,1
generation-for-nlp-736,3
generation-for-nlp-636,4
generation-for-nlp-776,4
generation-for-nlp-856,3
generation-for-nlp-1038,3
generation-for-nlp-1099,2
generation-for-nlp-711,3
generation-for-nlp-939,4
generation-for-nlp-542,2
generation-for-nlp-1304,4
generation-for-nlp-1151,4
generation-for-nlp-633,3
generation-for-nlp-471,4
generation-for-nlp-741,2
generation-for-nlp-1002,2
generation-for-nlp-626,4
generation-for-nlp-1029,4
generation-for-nlp-1376,4
generation-for-nlp-1331,1
generation-for-nlp-980,4
generation-for-nlp-1197,3
generation-for-nlp-642,2
generation-for-nlp-1330,4
generation-for-nlp-430,2
generation-for-nlp-971,1
generation-for-nlp-1363,1
generation-for-nlp-700,3
generation-for-nlp-504,4
generation-for-nlp-648,4
generation-for-nlp-793,1
generation-for-nlp-489,4
generation-for-nlp-931,1
generation-for-nlp-1242,1
generation-for-nlp-707,4
generation-for-nlp-760,3
generation-for-nlp-1025,3
generation-for-nlp-1084,2
generation-for-nlp-1259,4
generation-for-nlp-1111,1
generation-for-nlp-1125,4
generation-for-nlp-1253,3
generation-for-nlp-834,4
generation-for-nlp-1043,4
generation-for-nlp-926,4
generation-for-nlp-1370,4
generation-for-nlp-777,3
generation-for-nlp-1140,4
generation-for-nlp-970,4
generation-for-nlp-1903,3
generation-for-nlp-1061,1
generation-for-nlp-1079,2
generation-for-nlp-1036,4
generation-for-nlp-1013,4
generation-for-nlp-1179,4
generation-for-nlp-1346,1
generation-for-nlp-932,1
generation-for-nlp-1134,2
generation-for-nlp-1168,1
generation-for-nlp-1307,2
generation-for-nlp-635,3
generation-for-nlp-1312,4
generation-for-nlp-804,3
generation-for-nlp-1279,3
generation-for-nlp-1350,4
generation-for-nlp-891,3
generation-for-nlp-649,2
generation-for-nlp-511,3
generation-for-nlp-811,1
generation-for-nlp-1190,4
generation-for-nlp-1028,4
generation-for-nlp-1083,4
generation-for-nlp-1121,1
generation-for-nlp-549,4
generation-for-nlp-444,1
generation-for-nlp-622,2
generation-for-nlp-438,1
generation-for-nlp-1076,1
generation-for-nlp-575,4
generation-for-nlp-928,1
generation-for-nlp-1117,2
generation-for-nlp-1011,2
generation-for-nlp-1116,3
generation-for-nlp-1222,4
generation-for-nlp-1301,3
generation-for-nlp-785,2
generation-for-nlp-462,3
generation-for-nlp-1106,2
generation-for-nlp-1286,4
generation-for-nlp-572,2
generation-for-nlp-1018,3
generation-for-nlp-1300,3
generation-for-nlp-653,1
generation-for-nlp-645,4
generation-for-nlp-1277,4
generation-for-nlp-640,4
generation-for-nlp-646,3
generation-for-nlp-610,4
generation-for-nlp-1024,2
generation-for-nlp-1154,3
generation-for-nlp-524,3
generation-for-nlp-458,1
generation-for-nlp-1206,4
generation-for-nlp-948,4
generation-for-nlp-1345,3
generation-for-nlp-1378,1
generation-for-nlp-949,4
generation-for-nlp-1081,4
generation-for-nlp-878,3
generation-for-nlp-442,2
generation-for-nlp-468,3
generation-for-nlp-474,4
generation-for-nlp-1699,1
generation-for-nlp-1273,1
generation-for-nlp-1015,4
generation-for-nlp-606,1
generation-for-nlp-809,2
generation-for-nlp-485,4
generation-for-nlp-907,3
generation-for-nlp-669,2
generation-for-nlp-961,4
generation-for-nlp-908,2
generation-for-nlp-1054,2
generation-for-nlp-1570,1
generation-for-nlp-2022,4
generation-for-nlp-621,1
generation-for-nlp-748,4
generation-for-nlp-779,4
generation-for-nlp-1017,4
generation-for-nlp-1252,1
generation-for-nlp-609,1
generation-for-nlp-906,1
generation-for-nlp-731,3
generation-for-nlp-702,3
