id,answer
generation-for-nlp-0,1
generation-for-nlp-1,3
generation-for-nlp-2,4
generation-for-nlp-3,5
generation-for-nlp-4,3
generation-for-nlp-7,4
generation-for-nlp-12,4
generation-for-nlp-13,3
generation-for-nlp-14,4
generation-for-nlp-15,5
generation-for-nlp-17,3
generation-for-nlp-20,4
generation-for-nlp-21,5
generation-for-nlp-22,4
generation-for-nlp-23,3
generation-for-nlp-24,3
generation-for-nlp-25,1
generation-for-nlp-26,4
generation-for-nlp-27,4
generation-for-nlp-28,3
generation-for-nlp-29,3
generation-for-nlp-30,3
generation-for-nlp-31,5
generation-for-nlp-32,4
generation-for-nlp-33,2
generation-for-nlp-34,4
generation-for-nlp-35,2
generation-for-nlp-47,4
generation-for-nlp-48,1
generation-for-nlp-50,5
generation-for-nlp-51,3
generation-for-nlp-52,5
generation-for-nlp-53,4
generation-for-nlp-57,3
generation-for-nlp-58,3
generation-for-nlp-59,3
generation-for-nlp-61,4
generation-for-nlp-62,4
generation-for-nlp-63,1
generation-for-nlp-64,5
generation-for-nlp-65,4
generation-for-nlp-66,5
generation-for-nlp-67,3
generation-for-nlp-69,5
generation-for-nlp-70,4
generation-for-nlp-71,4
generation-for-nlp-73,1
generation-for-nlp-74,2
generation-for-nlp-79,5
generation-for-nlp-80,3
generation-for-nlp-81,5
generation-for-nlp-82,5
generation-for-nlp-86,4
generation-for-nlp-87,3
generation-for-nlp-90,3
generation-for-nlp-93,5
generation-for-nlp-95,1
generation-for-nlp-96,1
generation-for-nlp-98,4
generation-for-nlp-100,4
generation-for-nlp-101,4
generation-for-nlp-102,3
generation-for-nlp-104,4
generation-for-nlp-106,3
generation-for-nlp-108,4
generation-for-nlp-109,3
generation-for-nlp-110,2
generation-for-nlp-111,4
generation-for-nlp-112,3
generation-for-nlp-113,4
generation-for-nlp-114,3
generation-for-nlp-115,5
generation-for-nlp-116,4
generation-for-nlp-117,1
generation-for-nlp-118,4
generation-for-nlp-119,1
generation-for-nlp-122,4
generation-for-nlp-125,1
generation-for-nlp-126,3
generation-for-nlp-128,2
generation-for-nlp-129,3
generation-for-nlp-131,3
generation-for-nlp-132,3
generation-for-nlp-133,3
generation-for-nlp-135,1
generation-for-nlp-136,4
generation-for-nlp-137,1
generation-for-nlp-138,3
generation-for-nlp-139,4
generation-for-nlp-140,4
generation-for-nlp-141,3
generation-for-nlp-142,4
generation-for-nlp-143,2
generation-for-nlp-144,5
generation-for-nlp-145,2
generation-for-nlp-148,5
