id,answer
generation-for-nlp-0,2
generation-for-nlp-1,1
generation-for-nlp-2,4
generation-for-nlp-3,5
generation-for-nlp-4,2
generation-for-nlp-5,5
generation-for-nlp-6,3
generation-for-nlp-7,2
generation-for-nlp-8,1
generation-for-nlp-9,3
generation-for-nlp-10,3
generation-for-nlp-11,1
generation-for-nlp-12,4
generation-for-nlp-13,1
generation-for-nlp-14,4
generation-for-nlp-15,4
generation-for-nlp-16,3
generation-for-nlp-17,5
generation-for-nlp-18,3
generation-for-nlp-19,1
generation-for-nlp-20,4
generation-for-nlp-21,1
generation-for-nlp-22,2
generation-for-nlp-23,3
generation-for-nlp-24,2
generation-for-nlp-25,1
generation-for-nlp-26,2
generation-for-nlp-27,5
generation-for-nlp-28,5
generation-for-nlp-29,1
generation-for-nlp-30,4
generation-for-nlp-31,4
generation-for-nlp-32,5
generation-for-nlp-33,5
generation-for-nlp-34,4
generation-for-nlp-35,2
generation-for-nlp-36,3
generation-for-nlp-37,1
generation-for-nlp-38,2
generation-for-nlp-39,3
generation-for-nlp-40,4
generation-for-nlp-41,4
generation-for-nlp-42,5
generation-for-nlp-43,5
generation-for-nlp-44,3
generation-for-nlp-45,3
generation-for-nlp-46,4
generation-for-nlp-47,4
generation-for-nlp-48,5
generation-for-nlp-49,1
generation-for-nlp-50,1
generation-for-nlp-51,3
generation-for-nlp-52,1
generation-for-nlp-53,4
generation-for-nlp-54,1
generation-for-nlp-55,1
generation-for-nlp-56,1
generation-for-nlp-57,5
generation-for-nlp-58,3
generation-for-nlp-59,3
generation-for-nlp-60,4
generation-for-nlp-61,1
generation-for-nlp-62,1
generation-for-nlp-63,2
generation-for-nlp-64,1
generation-for-nlp-65,4
generation-for-nlp-66,5
generation-for-nlp-67,5
generation-for-nlp-68,2
generation-for-nlp-69,3
generation-for-nlp-70,1
generation-for-nlp-71,2
generation-for-nlp-72,2
generation-for-nlp-73,1
generation-for-nlp-74,2
generation-for-nlp-75,3
generation-for-nlp-76,5
generation-for-nlp-77,2
generation-for-nlp-78,2
generation-for-nlp-79,5
generation-for-nlp-80,5
generation-for-nlp-81,5
generation-for-nlp-82,2
generation-for-nlp-83,1
generation-for-nlp-84,5
generation-for-nlp-85,4
generation-for-nlp-86,4
generation-for-nlp-87,5
generation-for-nlp-88,4
generation-for-nlp-89,3
generation-for-nlp-90,4
generation-for-nlp-91,3
generation-for-nlp-92,3
generation-for-nlp-93,1
generation-for-nlp-94,4
generation-for-nlp-95,1
generation-for-nlp-96,5
generation-for-nlp-97,4
generation-for-nlp-98,4
generation-for-nlp-99,2
generation-for-nlp-100,4
generation-for-nlp-101,5
generation-for-nlp-102,3
generation-for-nlp-103,1
generation-for-nlp-104,1
generation-for-nlp-105,5
generation-for-nlp-106,3
generation-for-nlp-107,2
generation-for-nlp-108,5
generation-for-nlp-109,5
generation-for-nlp-110,2
generation-for-nlp-111,2
generation-for-nlp-112,3
generation-for-nlp-113,5
generation-for-nlp-114,5
generation-for-nlp-115,5
generation-for-nlp-116,5
generation-for-nlp-117,4
generation-for-nlp-118,4
generation-for-nlp-119,3
generation-for-nlp-120,2
generation-for-nlp-121,4
generation-for-nlp-122,4
generation-for-nlp-123,1
generation-for-nlp-124,1
generation-for-nlp-125,1
generation-for-nlp-126,1
generation-for-nlp-127,4
generation-for-nlp-128,3
generation-for-nlp-129,2
generation-for-nlp-130,3
generation-for-nlp-131,2
generation-for-nlp-132,5
generation-for-nlp-133,3
generation-for-nlp-134,4
generation-for-nlp-135,1
generation-for-nlp-136,4
generation-for-nlp-137,4
generation-for-nlp-138,5
generation-for-nlp-139,2
generation-for-nlp-140,4
generation-for-nlp-141,5
generation-for-nlp-142,2
generation-for-nlp-143,2
generation-for-nlp-144,5
